rspo,school_name,year,kept_miejscowosc,kept_ulica_nr,declined_miejscowosc,declined_ulica_nr,dropped_words
74875,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W KOŁACZKOWIE,2026,Kołaczków,ul. Szkolna 2,Kołaczków,Szkolna 2,ul
74888,SZKOŁA PODSTAWOWA NR 4 IM. WŁADYSŁAWA BRONIEWSKIEGO W WARSZAWIE,2026,Warszawa,ul. Walerego Sławka 9,Warszawa,Sławka 9,ul walerego
74989,SZKOŁA PODSTAWOWA NR 11 IM. ŻOŁNIERZY I DYWIZJI KOŚCIUSZKOWSKIEJ W WARSZAWIE,2026,Warszawa,ul. Mariana Keniga 20,Warszawa,Keniga 20,ul mariana
75025,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 14 IM. BOHATERÓW WARSZAWY W WARSZAWIE,2026,Warszawa,ul. gen. Kazimierza Sosnkowskiego 10,Warszawa,Sosnkowskiego 10,ul gen kazimierza
75057,PUBLICZNA SZKOŁA PODSTAWOWA IM. H.SIENKIEWICZA W GRĘBKOWIE,2026,Grębków,ul. Szkolna 1,Grębków,Szkolna 1,ul
75513,SZKOŁA PODSTAWOWA IM. FRYDERYKA CHOPINA W ROŚCISZEWIE,2026,Rościszewo,ul. Władysława Reymonta 4,Rościszewo,Reymonta 4,ul władysława
75736,SZKOŁA PODSTAWOWA W NOWYM MIEŚCIE,2026,Nowe Miasto,ul. Ciechanowska 15,Nowe Miasto,Ciechanowska 15,ul
77603,SZKOŁA PODSTAWOWA IM. JANUSZA KUSOCIŃSKIEGO W SOWIEJ WOLI,2026,Sowia Wola,ul. Szkolna 108,Sowia Wola,Szkolna 108,ul
77607,PUBLICZNA SZKOŁA PODSTAWOWA IM. H. SIENKIEWICZA W PILAWIE,2026,Pilawa,ul. Leśna 6,Pilawa,Leśna 6,ul
77944,SZKOŁA PODSTAWOWA NR 1 IM. J. PIŁSUDSKIEGO,2026,Pruszków,ul. Topolowa 10,Pruszków,Topolowa 10,ul
78020,SZKOŁA PODSTAWOWA NR 21 IM. FRYDERYKA CHOPINA W PŁOCKU,2026,Płock,ul. Fryderyka Chopina 62,Płock,Chopina 62,ul fryderyka
78209,SZKOŁA PODSTAWOWA NR 2 IM.K. MAKUSZYŃSKIEGO,2026,Pruszków,ul. Jasna 2,Pruszków,Jasna 2,ul
79156,SZKOŁA PODSTAWOWA NR 9 IM. MARII SKŁODOWSKIEJ-CURIE,2026,Pruszków,ul. Mostowa 6,Pruszków,Mostowa 6,ul
79701,SZKOŁA PODSTAWOWA NR 1 IM. WŁADYSŁAWA REYMONTA W OTWOCKU,2026,Otwock,ul. Karczewska 14/16,Otwock,Karczewska 14/16,ul
79702,SZKOŁA PODSTAWOWA IM.MARSZ. J. PIŁSUDSKIEGO W IŁŻY,2026,Iłża,ul. Wójtowska 5,Iłża,Wójtowska 5,ul
79704,SZKOŁA PODSTAWOWA NR 5 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JADWIGI KORCZAKOWSKIEJ,2026,Otwock,ul. Juliusza Słowackiego 66,Otwock,Słowackiego 66,ul juliusza
79708,SZKOŁA PODSTAWOWA NR 8 IM.GEN.JULIANA FILIPOWICZA W OTWOCKU,2026,Otwock,ul. Stefana Żeromskiego 235,Otwock,Żeromskiego 235,ul stefana
79709,SZKOŁA PODSTAWOWA NR 12 IM.KORNELA MAKUSZYŃSKIEGO W OTWOCKU,2026,Otwock,ul. Michała Andriollego 76,Otwock,Andriollego 76,ul michała
79862,SZKOŁA PODSTAWOWA W LIPNIKACH,2026,Lipniki,ul. Ks.Kan.E.Sierbińskiego 30,Lipniki,Ks.Kan.E.Sierbińskiego 30,ul
80143,SZKOŁA PODSTAWOWA IM. STEFANA KARDYNAŁA WYSZYŃSKIEGO W KOSOWIE LACKIM,2026,Kosów Lacki,ul. Armii Krajowej 6,Kosów Lacki,Armii Krajowej 6,ul
80253,"""WONDERFUL YEARS SCHOOL"" PRYWATNA SZKOŁA PODSTAWOWA",2026,Warszawa,ul. Egipska 7,Warszawa,Egipska 7,ul
80377,SZKOŁA PODSTAWOWA IM 49PP W SZYDŁOWIE,2026,Szydłowo,ul. Szkolna 2,Szydłowo,Szkolna 2,ul
80397,SZKOŁA PODSTAWOWA NR 3 IM. DZIECI POWSTANIA WARSZAWSKIEGO,2026,Warszawa,ul. Gościniec 53,Warszawa,Gościniec 53,ul
80679,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JANUSZA KUSOCIŃSKIEGO W SOKOŁOWIE PODLASKIM,2026,Sokołów Podlaski,ul. Polna 8,Sokołów Podlaski,Polna 8,ul
80680,PUBLICZNA SZKOŁA PODSTAWOWA NR 4 IM. KS. GEN. STANISŁAWA BRZÓSKI W SOKOŁOWIE PODLASKIM,2026,Sokołów Podlaski,ul. Kupientyńska 15,Sokołów Podlaski,Kupientyńska 15,ul
80943,SZKOŁA PODSTAWOWA IM. MAJORA HENRYKA SUCHARSKIEGO W SIEMIĄTKOWIE,2026,Siemiątkowo,ul. Warszawska 3a,Siemiątkowo,Warszawska 3a,ul
81099,SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W KORYTNICY,2026,Korytnica,ul. Henryka Sienkiewicza 14,Korytnica,Sienkiewicza 14,ul henryka
81165,SZKOŁA PODSTAWOWA INTEGRACYJNA NR 339 IM. RAOULA WALLENBERGA,2026,Warszawa,ul. św. Bonifacego 10,Warszawa,Bonifacego 10,ul św
81173,SZKOŁA PODSTAWOWA NR 2 IM. STEFANA STARZYŃSKIEGO W NASIELSKU,2026,Nasielsk,ul. Tadeusza Kościuszki 21,Nasielsk,Kościuszki 21,ul tadeusza
81228,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA BRONIEWSKIEGO W OLSZEWIE-BORKACH,2026,Olszewo-Borki,ul. Władysława Broniewskiego 17,Olszewo-Borki,Broniewskiego 17,ul władysława
81251,SZKOŁA PODSTAWOWA IM. P. J. GOŁASZEWSKIEGO W GOŁYMINIE-OŚRODKU,2026,Gołymin-Ośrodek,ul. ks. Michalaka 10C,Gołymin-Ośrodek,Michalaka 10C,ul ks
81330,SZKOŁA PODSTAWOWA IM. POW W OSTRÓWKU,2026,Ostrówek,ul. Warszawska 2,Ostrówek,Warszawska 2,ul
81332,SZKOŁA PODSTAWOWA IM.GEN.DYW.FRANCISZKA ŻYMIRSKIEGO W KLEMBOWIE,2026,Klembów,ul. gen. Franciszka Żymirskiego 68,Klembów,Żymirskiego 68,ul gen franciszka
81390,SZKOŁA PODSTAWOWA NR 1 IM. KSIĘDZA ANTONIEGO PĘKSY,2026,Laskowiec,ul. Długa 90,Laskowiec,Długa 90,ul
81716,ZESPÓŁ SZKÓŁ NR 1 SZKOŁA PODSTAWOWA NR 1 W ŁOSICACH,2026,Łosice,ul. Szkolna 3,Łosice,Szkolna 3,ul
81771,SZKOŁA PODSTAWOWA IM. ŚW. FRANCISZKA,2026,Warszawa,ul. Teresińska 9,Warszawa,Teresińska 9,ul
82336,PUBLICZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI SPORTOWYMI NR 3 IM. KAROLA WOJTYŁY W KOBYŁCE,2026,Kobyłka,ul. ks. Marcina Załuskiego 57,Kobyłka,Załuskiego 57,ul ks marcina
82655,SZKOŁA PODSTAWOWA NR 1 IM. PIOTRA WYSOCKIEGO W WARCE,2026,Warka,ul. Warszawska 24,Warka,Warszawska 24,ul
82661,PUBLICZNA SZKOŁA PODSTAWOWA NR 2 Z ODDZIAŁAMI INTEGRACYJNYMI IM. KAZIMIERZA PUŁASKIEGO W WARCE,2026,Warka,ul. Polna 17,Warka,Polna 17,ul
82701,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W ZABRODZIU,2026,Zabrodzie,ul. Szkolna 3,Zabrodzie,Szkolna 3,ul
82709,SPOŁECZNA SZKOŁA PODSTAWOWA NR 1 IM. JANA NOWAKA-JEZIORAŃSKIEGO,2026,Warszawa,ul. Nowoursynowska 139 U,Warszawa,Nowoursynowska 139 U,ul
82710,SPOŁECZNA SZKOŁA PODSTAWOWA NR 11 SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,2026,Warszawa,ul. Toruńska 23,Warszawa,Toruńska 23,ul
83229,SZKOŁA PODSTAWOWA IM. C.K. NORWIDA W DĘBINKACH,2026,Dębinki,ul. C. K. Norwida 26,Dębinki,Norwida 26,ul c k
83381,PUBLICZNA SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W SIENNICY,2026,Siennica,ul. Latowicka 16,Siennica,Latowicka 16,ul
83672,SZKOŁA PODSTAWOWA NR 124 IM. STANISŁAWA JACHOWICZA,2026,Warszawa,ul. Bartoszycka 45/47,Warszawa,Bartoszycka 45/47,ul
83750,SZKOŁA PODSTAWOWA SPORTOWA NR 272 IM. EUGENIUSZA LOKAJSKIEGO,2026,Warszawa,ul. Piaseczyńska 114/116,Warszawa,Piaseczyńska 114/116,ul
83774,SZKOŁA PODSTAWOWA IM. C.K. NORWIDA,2026,Dąbrówka,ul. Tadeusza Kościuszki 20,Dąbrówka,Kościuszki 20,ul tadeusza
83818,PUBLICZNA SZKOŁA PODSTAWOWA IM. ADELI GOSZCZYŃSKIEJ WE WSZEBORACH,2026,Wszebory,ul. Trakt Napoleoński 45,Wszebory,Trakt Napoleoński 45,ul
83973,SZKOŁA PODSTAWOWA IM. WSPÓLNEJ EUROPY W ZALESIU GÓRNYM,2026,Zalesie Górne,ul. Sarenki 20,Zalesie Górne,Sarenki 20,ul
84069,SZKOŁA PODSTAWOWA IM. WŁODZIMIERZA POTOCKIEGO W SĘKOCINIE,2026,Słomin,ul. Wierzbowa 5,Słomin,Wierzbowa 5,ul
84225,SZKOŁA PODSTAWOWA IM. WITOLDA DOROSZEWSKIEGO W NADARZYNIE,2026,Nadarzyn,ul. Sitarskich 4,Nadarzyn,Sitarskich 4,ul
84352,SZKOŁA PODSTAWOWA NR 8 IM. W. BRONIEWSKIEGO,2026,Pruszków,ul. Obrońców Pokoju 44,Pruszków,Obrońców Pokoju 44,ul
84354,SZKOŁA PODSTAWOWA NR 6 IM. H. SIENKIEWICZA,2026,Pruszków,ul. Lipowa 31,Pruszków,Lipowa 31,ul
84510,SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W JÓZEFOSŁAWIU,2026,Józefosław,ul. Kameralna 11,Józefosław,Kameralna 11,ul
84613,SZKOŁA PODSTAWOWA IM. 28 PUŁKU STRZELCÓW KANIOWSKICH W WÓLCE RADZYMIŃSKIEJ,2026,Wólka Radzymińska,ul. Szkolna 79,Wólka Radzymińska,Szkolna 79,ul
84898,SZKOŁA PODSTAWOWA NR 3 IM. BOLESŁAWA KRZYWOUSTEGO,2026,Sochaczew,ul. Prezydenta Ryszarda Kaczorowskiego 5,Sochaczew,Kaczorowskiego 5,ul prezydenta ryszarda
85025,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MISTOWIE,2026,Mistów,ul. Szkolna 3,Mistów,Szkolna 3,ul
85210,"POLSKO-FRANCUSKA NIEPUBLICZNA SZKOŁA PODSTAWOWA ""LA FONTAINE""",2026,Warszawa,ul. Wandy Rutkiewicz 2,Warszawa,Rutkiewicz 2,ul wandy
85526,SZKOŁA PODSTAWOWA IM. MIECZYSŁAWA FOGGA W ZŁOTOKŁOSIE,2026,Złotokłos,ul. Traugutta 10,Złotokłos,Traugutta 10,ul
85552,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W GĄBINIE,2026,Gąbin,ul. Aleja Jana Pawła II 16,Gąbin,Aleja Jana Pawła II 16,ul
85706,SZKOŁA PODSTAWOWA NR 2 IM.EWY KRAUZE W PIASECZNIE,2026,Piaseczno,ul. Aleja Kasztanów 12,Piaseczno,Aleja Kasztanów 12,ul
85798,PUBLICZNA SZKOŁA PODSTAWOWA W SOLCU NAD WISŁĄ,2026,Solec nad Wisłą,ul. Tadeusza Kościuszki 20,Solec nad Wisłą,Kościuszki 20,ul tadeusza
85817,SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ W JABŁONNIE,2026,Jabłonna,ul. Szkolna 2,Jabłonna,Szkolna 2,ul
86245,SZKOŁA PODSTAWOWA IM. JANINY SIEKLICKIEJ W CZERNICACH BOROWYCH,2026,Czernice Borowe,ul. 21 Pułku Piechoty Dzieci Warszawy 10,Czernice Borowe,Pułku Piechoty Dzieci Warszawy 10,ul 21
86336,SAMORZĄDOWA SZKOŁA PODSTAWOWA IM. ANDRZEJA ZAMOYSKIEGO W BIEŻUNIU,2026,Bieżuń,ul. Stefana Gołębiowskiego 1,Bieżuń,Gołębiowskiego 1,ul stefana
86472,SZKOŁA PODSTAWOWA W SZEWNICY,2026,Szewnica,ul. Kościelna 28,Szewnica,Kościelna 28,ul
86657,SZKOŁA PODSTAWOWA NR 10 IM. M. KONOPNICKIEJ,2026,Pruszków,ul. Pływacka 16,Pruszków,Pływacka 16,ul
